Tue Jun  9 19:00:37 2020    GW-profile

         14994 function calls (14238 primitive calls) in 0.015 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
       73    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:267(check_shape)
       66    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\abc.py:137(__instancecheck__)
       66    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       64    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\base.py:70(__init__)
       64    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:93(to_native)
       64    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\data.py:22(__init__)
       64    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
    62/50    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       60    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\reductions\cvx_attr2constr.py:58(<genexpr>)
       59    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\coo.py:241(getnnz)
       57    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\csr.py:228(_swap)
       51    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:210(isshape)
       50    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       49    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       47    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1140(prune)
       47    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\constants\constant.py:65(is_constant)
       46    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\_methods.py:28(_amax)
       46    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\_methods.py:32(_amin)
       46    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       45    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\data.py:25(_get_dtype)
     44/9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:50(<listcomp>)
     44/9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:46(variables)
       43    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:74(<dictcomp>)
       43    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:73(_wrapreduction)
    43/17    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:166(is_constant)
       42    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\lin_ops\lin_utils.py:43(get_id)
       41    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:2838(_prod_dispatcher)
       41    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:2843(prod)
       41    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(prod)
    41/30    0.000    0.000    0.004    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:30(__init__)
       41    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:138(check_format)
    39/11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:56(<listcomp>)
    39/11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:52(parameters)
       38    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:3033(_ndim_dispatcher)
       38    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:3037(ndim)
       38    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       38    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:188(isintlike)
     36/8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:48(<genexpr>)
    35/11    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:173(is_affine)
       35    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:335(push_back)
       35    0.000    0.000    0.000    0.000 {built-in method _cvxcore.IntVector_push_back}
       34    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       33    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:44(<listcomp>)
       33    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:36(__init__)
       33    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:99(<genexpr>)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
       32    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:60(validate_arguments)
       32    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\constants\constant.py:92(shape)
       32    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       31    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:184(parameters)
       31    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\canonInterface.py:420(get_type)
       28    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:173(shape)
       28    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:397(<genexpr>)
       27    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:377(size)
     26/6    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:76(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:970(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\problems\problem.py:135(constraints)
       26    0.000    0.000    0.000    0.000 {built-in method _cvxcore.new_ConstLinOpVector}
       26    0.000    0.000    0.000    0.000 {built-in method _cvxcore.ConstLinOpVector_swiginit}
     25/8    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:164(is_convex)
       25    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\base.py:677(__getattr__)
       24    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\canonInterface.py:469(make_linC_from_linPy)
       24    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:154(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:332(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _cvxcore.new_LinOp}
       24    0.000    0.000    0.000    0.000 {built-in method _cvxcore.LinOp_swiginit}
       24    0.000    0.000    0.000    0.000 {built-in method _cvxcore.new_IntVector}
       24    0.000    0.000    0.000    0.000 {built-in method _cvxcore.IntVector_swiginit}
       23    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\_asarray.py:88(asanyarray)
    23/19    0.000    0.000    0.002    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\coo.py:128(__init__)
       23    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\coo.py:267(_check)
    22/14    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:181(is_concave)
     22/3    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\performance_utils.py:24(_lazyprop)
       22    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:394(is_scalar)
       22    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\problems\problem.py:125(objective)
       21    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:99(get_data)
       21    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\constants\constant.py:68(value)
       21    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:973(push_back)
       21    0.000    0.000    0.000    0.000 {built-in method _cvxcore.ConstLinOpVector_push_back}
       20    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\multiarray.py:77(empty_like)
       20    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
     20/3    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:35(canonical_form)
       20    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:179(variables)
       20    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\lin_ops\lin_op.py:24(__init__)
       19    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:55(_wrapfunc)
       19    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1115(__set_sorted)
       19    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:50(is_atom_convex)
       18    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:22(upcast)
     18/8    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:42(cast_op)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       17    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:128(<genexpr>)
       17    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\constraints\constraint.py:190(id)
       17    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       16    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:74(copy)
       16    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\shape.py:19(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:85(__init__)
     16/4    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:44(is_complex)
       16    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\add_expr.py:43(expand_args)
     15/2    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:64(tree_copy)
       15    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1076(__set_has_canonical_format)
       15    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\cvxtypes.py:125(partial_problem)
       15    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:55(is_atom_concave)
     15/2    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\reductions\canonicalization.py:85(canonicalize_tree)
       15    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\reductions\canonicalization.py:105(canonicalize_expr)
       15    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       14    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\numeric.py:1786(isscalar)
       14    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:127(_set_self)
       14    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\shape.py:22(sum_shapes)
       14    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\interface\numpy_interface\ndarray_interface.py:58(<genexpr>)
     13/3    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\atom.py:304(canonicalize)
       13    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\binary_operators.py:119(is_atom_convex)
       13    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\abc.py:141(__subclasscheck__)
       12    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1272(_process_slice)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\multiarray.py:145(concatenate)
       11    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
       11    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\base.py:298(asformat)
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\cvxtypes.py:35(constant)
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:187(set_data_ndim)
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\variable.py:87(is_constant)
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\unary_operators.py:27(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\unary_operators.py:44(shape_from_args)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       11    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 {built-in method _cvxcore.LinOp_set_data_ndim}
       10    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\lib\twodim_base.py:33(_min_int)
       10    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\scopes.py:22(dpp_scope)
       10    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1055(__get_has_canonical_format)
       10    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\compressed.py:1084(sum_duplicates)
       10    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\shape.py:18(squeezed)
     10/2    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:75(is_qpwa)
       10    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
       10    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
       10    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:197(_reshape_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:202(reshape)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(reshape)
        9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\scipy\sparse\sputils.py:278(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\canonInterface.py:374(format_matrix)
        9    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\cvxcore\python\canonInterface.py:456(set_linC_data)
        9    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\variable.py:102(variables)
      9/4    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\atoms\affine\binary_operators.py:74(is_complex)
        9    0.000    0.000    0.001    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\problems\problem.py:165(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:1689(_ravel_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\numpy\core\fromnumeric.py:1693(ravel)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
      8/2    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:62(<listcomp>)
      8/2    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\utilities\canonical.py:58(constants)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\interface\matrix_utilities.py:111(is_sparse)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\interface\matrix_utilities.py:119(shape)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\interface\numpy_interface\ndarray_interface.py:57(shape)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\constants\constant.py:38(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:149(copy)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\leaf.py:442(is_quadratic)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\expression.py:315(is_qpwa)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\constraints\zero.py:49(size)
        8    0.000    0.000    0.000    0.000 C:\Users\joost\Anaconda3\envs\bep_qiskit\lib\site-packages\cvxpy\expressions\variable.py:65(__init__)
